"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"74","shade: SAW-C #MATTEMOISELLE @fentybeauty @sephora @harveynichols and #SephoraInJCP https://t.co/xadqGV1WAa",FALSE,33970,NA,2017-12-20 19:22:27,FALSE,NA,"943562256855441408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3987,FALSE,FALSE,NA,NA
"75","Every con has its pros… enjoy the new #Oceans8 trailer!! @OCEANS8MOVIE coming June 2018 https://t.co/EEFbRtD18a",FALSE,90795,NA,2017-12-19 23:54:09,FALSE,NA,"943268247150850048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",26691,FALSE,FALSE,NA,NA
"76","shade: UP 2 NO GOOD

one week til #MATTEMOISELLE drops. get dem lips and coins readyyyyy!!! @fentybeauty… https://t.co/JEjxMC1liJ",FALSE,38889,NA,2017-12-19 22:55:27,TRUE,NA,"943253471704203264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6031,FALSE,FALSE,NA,NA
"77","what dat mouf do?! y'all ready for #MATTEMOISELLE on Dec. 26 doe?? <f0><U+009F><U+0092><U+008B><f0><U+009F><U+0092><U+008B><f0><U+009F><U+0092><U+008B> @fentybeauty https://t.co/9DZaBUunaY",FALSE,36874,NA,2017-12-18 21:03:07,FALSE,NA,"942862814061805568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7087,FALSE,FALSE,NA,NA
"78","shade: PMS comin at ya next Tuesday!! Dec 26. #MATTEMOISELLE @fentybeauty https://t.co/y7UfwbWTMG",FALSE,47071,NA,2017-12-18 19:21:22,FALSE,NA,"942837211359166464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6342,FALSE,FALSE,NA,NA
"79","shade: MIDNIGHT WASABI. 
9 days til #MATTEMOISELLE is out at @fentybeauty @sephora @harveynichols #SephoraInJCP https://t.co/wFoSS2MRfS",FALSE,31407,NA,2017-12-17 18:32:21,FALSE,NA,"942462486162239488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3858,FALSE,FALSE,NA,NA
"80","shade: Freckle Fiesta 
#MATTEMOISELLE lipstick 
Dec.26 @fentybeauty @sephora @harveynichols https://t.co/SfgwHwQcsR",FALSE,66960,NA,2017-12-16 18:11:10,FALSE,NA,"942094765511778304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7059,FALSE,FALSE,NA,NA
"81","shade: One of the Boyz
14 @fentybeauty #MATTEMOISELLE lipsticks coming DEC 26. 
Get yo coins ready!!!! https://t.co/EE9z1hbJqj",FALSE,49197,NA,2017-12-15 18:43:58,FALSE,NA,"941740635274428416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6805,FALSE,FALSE,NA,NA
"82","shade: #CANDYVENOM. ... #MATTEMOISELLE drops online at 9am EST on DEC.26 ! @fentybeauty https://t.co/5hJmpI3F49",FALSE,38761,NA,2017-12-14 18:09:59,FALSE,NA,"941369695407456256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5275,FALSE,FALSE,NA,NA
"83","shade: #SPANKED #MATTEMOISELLE drops Dec. 26th at @fentybeauty @sephora and @harveynichols https://t.co/duNGx1OQi4",FALSE,50242,NA,2017-12-13 14:33:53,FALSE,NA,"940952921989976064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7581,FALSE,FALSE,NA,NA
"84","14 new @fentybeauty lipstick shades coming right up!! #MATTEMOISELLE drops online at 9am EST on Dec. 26 Be first in… https://t.co/SuEeIwh5Qu",FALSE,39808,NA,2017-12-12 17:50:59,TRUE,NA,"940640137775497216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",10872,FALSE,FALSE,NA,NA
"85","The brand new TRAINER is here and available now!! come thru at https://t.co/iecNxeDMPP <f0><U+009F><U+0096><U+00A4> #FENTYxPUMA https://t.co/z2bITRnOjc",FALSE,21492,NA,2017-12-07 17:09:10,FALSE,NA,"938817675664310273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3748,FALSE,FALSE,NA,NA
"86","shout out to the big homie GOD! 
big ups to all the fans and streamers for the support when sis ain't even had an a… https://t.co/DlvcnkkWao",FALSE,76528,NA,2017-12-05 19:40:00,TRUE,NA,"938130857344118784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",14300,FALSE,FALSE,NA,NA
"87","my fenty beauty queens! beautiful and #UNCENSORED with #STUNNA @fentybeauty https://t.co/ZE9xJnOIVa",FALSE,26702,NA,2017-11-28 19:07:02,FALSE,NA,"935585847075729408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4495,FALSE,FALSE,NA,NA
"88","come thruuuuu sis!! that #STUNNA looking bomb af on yo cute bald head ass! Lol <f0><U+009F><U+0092><U+008B><f0><U+009F><U+0092><U+008B><f0><U+009F><U+0092><U+008B>
@fentybeauty https://t.co/kRsjT3KvoI",FALSE,60919,NA,2017-11-26 18:24:09,FALSE,NA,"934850276854439936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8061,FALSE,FALSE,NA,NA
"89","bout dat #STUNNA life! Out now at @fentybeauty https://t.co/Gr3OPNUbFC https://t.co/7kxyBb3UCd",FALSE,17861,NA,2017-11-24 17:25:06,FALSE,NA,"934110641505239040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2175,FALSE,FALSE,NA,NA
"90","#STUNNA is out now at https://t.co/Gr3OPNCAO4 @fentybeauty @sephora @harveynichols #SephoraInJCP https://t.co/KrsXC2EbpL",FALSE,18131,NA,2017-11-23 15:17:45,FALSE,NA,"933716205944401920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3295,FALSE,FALSE,NA,NA
"91","#STUNNA drops TONIGHT at MIDNIGHT EST!! @fentybeauty @sephora @harveynichols #SephoraInJCP https://t.co/UBgBTg9R2X",FALSE,41570,NA,2017-11-22 18:59:43,FALSE,NA,"933409676066037760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6255,FALSE,FALSE,NA,NA
"92","issa role model. 
dat #STUNNA dropping at MIDNIGHT TONIGHT babyyy!!! @fentybeauty https://t.co/6ccYmfZmke",FALSE,32353,NA,2017-11-22 17:02:54,FALSE,NA,"933380279271440384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6776,FALSE,FALSE,NA,NA
"93","when Nov 23 not coming fast enough!! #STUNNA <f0><U+009F><U+0091><U+0080> less than a week til it drops! @fentybeauty https://t.co/xuXHSoN8cN",FALSE,21177,NA,2017-11-17 20:30:51,FALSE,NA,"931620672484261889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2676,FALSE,FALSE,NA,NA
"94",".@TIME mag named @fentybeauty one of the 25 best inventions of 2017! I'm honored and I have to send love to everyon… https://t.co/Bdo8KYsr98",FALSE,36863,NA,2017-11-16 20:31:58,TRUE,NA,"931258566270337024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",9367,FALSE,FALSE,NA,NA
"95","SCREAMING!!!! @fentybeauty won 3 @Refinery29 #BeautyInnovatorAwards: innovator of the year, best foundation for… https://t.co/0ADX2wGoMd",FALSE,37429,NA,2017-11-15 17:27:29,TRUE,NA,"930849751573999616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7955,FALSE,FALSE,NA,NA
"96","#STUNNA @fentybeauty. Out next Thursday!! https://t.co/DKXtQGrpb0",FALSE,20647,NA,2017-11-14 18:51:54,FALSE,NA,"930508604821536768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2822,FALSE,FALSE,NA,NA
"97","#STUNNA lips on da homie slickwoods ... this was shortly after she said she would never wear red lipstick <f0><U+009F><U+00A4><U+00B7><f0><U+009F><U+008F><U+00BD><U+200D><U+2640><U+FE0F><f0><U+009F><U+0092><U+008B> co… https://t.co/i1oivEO10p",FALSE,26455,NA,2017-11-12 17:55:27,TRUE,NA,"929769622856859648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3880,FALSE,FALSE,NA,NA
"98","#stunna <f0><U+009F><U+0092><U+008B> don't laugh at my tutorial skillz <f0><U+009F><U+00A4><U+00B7><f0><U+009F><U+008F><U+00BD><U+200D><U+2640><U+FE0F> @fentybeauty https://t.co/e1rV8xHC30",FALSE,178155,NA,2017-11-12 00:21:55,FALSE,NA,"929504492650881024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",44895,FALSE,FALSE,NA,NA
"99","Nov. 23. #STUNNA @fentybeauty https://t.co/bFHDC4e6KM",FALSE,23248,NA,2017-11-11 19:12:04,FALSE,NA,"929426519759372288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2519,FALSE,FALSE,NA,NA
"100","Be a #STUNNA. @fentybeauty 
stunna lip paint in shade #UNCENSORED https://t.co/DOIMFjKZPF",FALSE,25143,NA,2017-11-10 20:56:09,FALSE,NA,"929090323896078336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3038,FALSE,FALSE,NA,NA
"101","#STUNNA Lip Paint.... by @fentybeauty coming to @sephora and @harveynichols on Nov. 23. https://t.co/hxXrlf1t9Q",FALSE,33393,NA,2017-11-10 18:13:49,FALSE,NA,"929049471400386560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5322,FALSE,FALSE,NA,NA
"102","#STUNNA LIP PAINT. NOV 23 @fentybeauty https://t.co/lNXjBoRLNq",FALSE,90297,NA,2017-11-09 18:40:34,FALSE,NA,"928693814696460288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",18444,FALSE,FALSE,NA,NA
"103","NOV. 23… get your lips ready <f0><U+009F><U+0092><U+008B> #STUNNA LIP PAINT is coming!! @fentybeauty https://t.co/wKS8K7QVEF",FALSE,42750,NA,2017-11-09 17:52:32,FALSE,NA,"928681727530172416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",10051,FALSE,FALSE,NA,NA
"104","thottie or nice? Tomorrow.. new #rihannaxstance for the holidays are out! (midnight PT tonight at @stance) https://t.co/IC7T2QeKd5",FALSE,33212,NA,2017-11-06 21:18:45,FALSE,NA,"927646459268173824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7581,FALSE,FALSE,NA,NA
"105","ayyyyye! when you get yo eyeshadow exactly like the other eye!! @duckie_thot <U+2728> #GALAXYCOLLECTION @fentybeauty https://t.co/nZnmkzULGB",FALSE,27428,NA,2017-11-04 19:30:04,FALSE,NA,"926894332858077184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4025,FALSE,FALSE,NA,NA
"106","Squad. Get the limited edition #GALAXYCOLLECTION before it’s gone!! @fentybeauty https://t.co/AoG0VhQ4OT",FALSE,27052,NA,2017-11-04 00:11:25,FALSE,NA,"926602747473936385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3976,FALSE,FALSE,NA,NA
"107","a true queen you are @Cher ...thank you! https://t.co/2nuLv5DjfB",FALSE,45810,NA,2017-11-02 17:48:45,FALSE,NA,"926144060481507330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6765,FALSE,FALSE,NA,NA
"108","The latest from the AW17 #FENTYxPUMA collection is out now at https://t.co/ptA1gkquJY !! @FENTYxPUMA @PUMA https://t.co/xaJkVgy5o6",FALSE,28348,NA,2017-11-02 14:12:22,FALSE,NA,"926089605572472834",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6369,FALSE,FALSE,NA,NA
"109","tell da paparazzi get the lens right. @NERDarmy. LEMON is out now! Watch the tutorial https://t.co/2yJl2hs4iQ… https://t.co/lxXSvAZ59e",FALSE,32390,NA,2017-11-01 16:20:39,TRUE,NA,"925759503118635009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",10722,FALSE,FALSE,NA,NA
"110","THURSDAY. More from the #FENTYxPUMA AW17 collection drops!!! Nov. 2nd! https://t.co/JYiE65ykjH",FALSE,48827,NA,2017-10-30 13:27:24,FALSE,NA,"924991126536306688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7930,FALSE,FALSE,NA,NA
"111","Cover of @VOGUEARABIA on stands Nov. 1st!! https://t.co/olYxk5Dv2E",FALSE,172992,NA,2017-10-27 15:05:36,FALSE,NA,"923928674792964097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",47468,FALSE,FALSE,NA,NA
"112","<f0><U+009F><U+0091><U+00B8><f0><U+009F><U+008F><U+00BE><f0><U+009F><U+0091><U+0091><f0><U+009F><U+0091><U+00B8><f0><U+009F><U+008F><U+00BE> NOVEMBER 1st @VOGUEARABIA https://t.co/rIAjABcopA",FALSE,186491,NA,2017-10-27 04:01:35,FALSE,NA,"923761568092848128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",48417,FALSE,FALSE,NA,NA
"113","<f0><U+009F><U+0098><U+008E><f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BF> https://t.co/7pNfy8hupp",FALSE,52667,NA,2017-10-19 16:55:23,FALSE,NA,"921057201069928448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8678,FALSE,FALSE,NA,NA
"114","Cleated Creepers are available now in NEW COLORS!! get em out here: https://t.co/ptA1gkI68y #FENTYxPUMA https://t.co/lnPKT6v0OC",FALSE,17882,NA,2017-10-19 14:59:08,FALSE,NA,"921027943001927680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2857,FALSE,FALSE,NA,NA
"115","The #FENTYxPUMA Cleated Creeper is back in new colors TOMORROW Oct. 19th!! https://t.co/gr9JX6Ukcg",FALSE,26332,NA,2017-10-18 13:22:35,FALSE,NA,"920641259244486656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4218,FALSE,FALSE,NA,NA
"116","#GALAXYCOLLECTION. LIMITED EDITION. Get the intergalactic fam while you still can! @fentybeauty https://t.co/gt0VVkPH3m",FALSE,18074,NA,2017-10-17 19:02:00,FALSE,NA,"920364290237968384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3046,FALSE,FALSE,NA,NA
"117","Cosmic Gloss Lip Glitter. Kisses <f0><U+009F><U+0091><U+0084> @fentybeauty https://t.co/uUjR1p8a7X",FALSE,32595,NA,2017-10-16 17:56:42,FALSE,NA,"919985468527259650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5278,FALSE,FALSE,NA,NA
"118","Starlit Hyper-Glitz Lipstick <f0><U+009F><U+0092><U+008B><U+2763><U+FE0F><f0><U+009F><U+0092><U+008B> @fentybeauty https://t.co/KNOpmQ66TA",FALSE,31315,NA,2017-10-15 15:17:56,FALSE,NA,"919583126141235207",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6785,FALSE,FALSE,NA,NA
"119","Galaxy Eyeshadow Palette. 
Im dying to hear what your favorite colors are... @fentybeauty https://t.co/FmPtp2px38",FALSE,34762,NA,2017-10-14 15:20:40,FALSE,NA,"919221424509857793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5614,FALSE,FALSE,NA,NA
"120","The @fentybeauty #GalaxyCollection is OUT NOW at https://t.co/usXika7iOM @sephora @harveynichols... Hope you love i… https://t.co/2pvv1SXn5X",FALSE,20224,NA,2017-10-13 16:00:28,TRUE,NA,"918869053162377218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4323,FALSE,FALSE,NA,NA
"121","Goes down TOMORROW… the #GALAXYCOLLECTION will be available at https://t.co/qw885kFEk2 @sephora and @harveynichols https://t.co/YNcygINpzl",FALSE,29522,NA,2017-10-12 17:25:49,FALSE,NA,"918528145510273025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5111,FALSE,FALSE,NA,NA
"122","2 more days!! I can’t wait to share this #GALAXYCOLLECTION with y'all man @fentybeauty https://t.co/AIOc9Rf2dD",FALSE,40445,NA,2017-10-11 17:41:40,FALSE,NA,"918169744401866752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5719,FALSE,FALSE,NA,NA
"123","Three more nights... #GALAXYCOLLECTION #Fridaythe13th @fentybeauty https://t.co/XK5QyiFN2q",FALSE,22576,NA,2017-10-10 17:23:03,FALSE,NA,"917802670567518208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2658,FALSE,FALSE,NA,NA
"124","Coming this Friday. #GALAXYCOLLECTION. You ready? @fentybeauty https://t.co/J9xFq52vON",FALSE,24000,NA,2017-10-09 16:54:09,FALSE,NA,"917433008763703296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",2744,FALSE,FALSE,NA,NA
"125","Outta this world in 5 days!! #GALAXYCOLLECTION. @fentybeauty https://t.co/V8l6BD62zs",FALSE,33900,NA,2017-10-08 18:16:35,FALSE,NA,"917091366232117254",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5421,FALSE,FALSE,NA,NA
"126","Yuuuummmmmm!!! These limited delicious Starlit Hyper-Glitz lips are almost yours!! Friday 13th 
@fentybeauty https://t.co/a8QmQ6xcLC",FALSE,30981,NA,2017-10-08 16:40:21,FALSE,NA,"917067151051124737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4847,FALSE,FALSE,NA,NA
"127","#GALAXYCOLLECTION in 6 days! OCT. 13 @fentybeauty https://t.co/Ng03xhlPW1",FALSE,50986,NA,2017-10-07 17:33:01,FALSE,NA,"916718017366474752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8264,FALSE,FALSE,NA,NA
"128","The #GALAXYCOLLECTION 
drops in ONE WEEK. 
Who’s here for #Fridaythe13th ?
@fentybeauty @sephora @harveynichols… https://t.co/3sA2plMs03",FALSE,35093,NA,2017-10-06 18:02:35,TRUE,NA,"916363069147594752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6517,FALSE,FALSE,NA,NA
"129","#FENTYxPUMA F.U. suede slides are out now! ... https://t.co/ptA1gkquJY https://t.co/HpGmbOR8Oy",FALSE,24543,NA,2017-10-05 14:14:42,FALSE,NA,"915943334132068352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4700,FALSE,FALSE,NA,NA
"130","when you extra AF. @fentybeauty #bloopers https://t.co/tXaSnuEq3A",FALSE,51731,NA,2017-10-03 16:41:58,FALSE,NA,"915255618994298881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",14151,FALSE,FALSE,NA,NA
"131","Love you ! <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0092><U+008B><U+2763><U+FE0F><U+2693><U+FE0F> https://t.co/QNrWNGp9qQ",FALSE,43866,NA,2017-10-03 14:35:53,FALSE,NA,"915223888778293249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",5592,FALSE,FALSE,NA,NA
"132","F.U. SUEDE SLIDES. THURSDAY. OCT. 5. Fenty University. #FENTYxPUMA https://t.co/F7cGpd2aEo",FALSE,28567,NA,2017-10-03 14:05:22,FALSE,NA,"915216207388696576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",6835,FALSE,FALSE,NA,NA
"133","Saying a prayer for all the victims &amp; their loved ones, also for the residents &amp; visitors of Las Vegas! This was a horrific act of terror!!",FALSE,360671,NA,2017-10-02 13:36:03,FALSE,NA,"914846444263280640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",101705,FALSE,FALSE,NA,NA
"134","the grass is greener on the FENTY side. Shop the Fall @FENTYxPUMA Collection now! https://t.co/ptA1gkquJY https://t.co/fbvOTPR792",FALSE,24301,NA,2017-09-29 16:01:06,FALSE,NA,"913795780808368129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4446,FALSE,FALSE,NA,NA
"135","If you have even the smallest donation, you can help save lives! https://t.co/FasQxim6hN",FALSE,82981,NA,2017-09-29 08:39:11,FALSE,NA,"913684568603025409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",34304,FALSE,FALSE,NA,NA
"136","FENTY @PUMA UNIVERSITY CLASS OF ‘17...the Fall collection is out now!! Shop at https://t.co/ptA1gkquJY #FENTYxPUMA https://t.co/hLC7uZGFM9",FALSE,20401,NA,2017-09-28 16:37:04,FALSE,NA,"913442446050082816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4117,FALSE,FALSE,NA,NA
"137","Round of APPLAUSE to these gentlemen for taking control of this devastating situation!!! #CaribbeanGirl #OneLove https://t.co/vTeuPwOvEV",FALSE,194279,NA,2017-09-28 13:14:20,FALSE,NA,"913391423533105154",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",60554,FALSE,FALSE,NA,NA
"138","Dear @realDonaldTrump I know you've probably already seen this, but I just wanted to make sure! 
Don't let your peo… https://t.co/lfez8RQ44n",FALSE,354950,NA,2017-09-28 10:56:23,TRUE,NA,"913356709321519104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",155809,FALSE,FALSE,NA,NA
"139","--- @realDonaldTrump ----&gt; https://t.co/fE1Rd3bMDp",FALSE,149376,NA,2017-09-27 06:59:02,FALSE,NA,"912934591928905728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",61416,FALSE,FALSE,NA,NA
"140","#PuertoRico 
https://t.co/tD6afk7PVM 
@realDonaldTrump ????????",FALSE,31965,NA,2017-09-26 21:47:37,FALSE,NA,"912795819958398976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",11317,FALSE,FALSE,NA,NA
"141","The whole @fentybeauty collection. Shop it at https://t.co/qw885ko2Vs! https://t.co/2tnJkogTHo",FALSE,20159,NA,2017-09-26 17:04:30,FALSE,NA,"912724575187640321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",3655,FALSE,FALSE,NA,NA
"142","The @FENTYxPUMA AW17 collection drops this Thursday. SEPT. 28. Get to class!! #FENTYxPUMA https://t.co/0o2uhUes62",FALSE,19766,NA,2017-09-26 17:01:30,FALSE,NA,"912723819034316800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4065,FALSE,FALSE,NA,NA
"143","440. @fentybeauty https://t.co/vhLavQWB9U",FALSE,42428,NA,2017-09-25 14:37:03,FALSE,NA,"912325079400308736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",4833,FALSE,FALSE,NA,NA
"144","Holiday collection. You ready? Friday Oct 13th. @sephora @fentybeauty #sephoralovesfentybeauty https://t.co/8vO4IaLUxS",FALSE,76395,NA,2017-09-21 21:14:17,FALSE,NA,"910975493951950848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",29790,FALSE,FALSE,NA,NA
"145","Sneak peek for the holidays. OCT. 13 @sephora @fentybeauty #sephoralovesfentybeauty https://t.co/OxoQpfbpW5",FALSE,28100,NA,2017-09-21 21:12:19,FALSE,NA,"910975000290713601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8395,FALSE,FALSE,NA,NA
"146","still not over it...<f0><U+009F><U+0098><U+00B1>
#FENTYxPUMA SS18. In case ya missed it... https://t.co/CGzE4Zmls7",FALSE,28908,NA,2017-09-21 15:58:57,FALSE,NA,"910896138894675968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8387,FALSE,FALSE,NA,NA
"147","Sending my love and prayers to everyone affected!!",FALSE,76696,NA,2017-09-21 13:36:51,FALSE,NA,"910860378350927872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",15609,FALSE,FALSE,NA,NA
"148","There is much suffering yet to come-lost buildings, lost jobs, lost hope!!!",FALSE,39492,NA,2017-09-21 13:35:57,FALSE,NA,"910860150025601024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",8364,FALSE,FALSE,NA,NA
"149","The Carribean, Mexico, Texas and Florida have taken some awful hits in the last few weeks! We must all do what we can to help!",FALSE,214058,NA,2017-09-21 13:35:15,FALSE,NA,"910859974720364545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",54938,FALSE,FALSE,NA,NA
"150","Get ready for class... The #FENTYXPUMA AW17 collection drops SEPT. 28 <f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0096><U+00A4> https://t.co/b5TGhx5kL8",FALSE,38106,NA,2017-09-19 16:59:36,FALSE,NA,"910186625363197952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",9051,FALSE,FALSE,NA,NA
"151","390. @fentybeauty https://t.co/N4NvhrYv1j",FALSE,48015,NA,2017-09-19 14:27:43,FALSE,NA,"910148400636608512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rihanna",7741,FALSE,FALSE,NA,NA
